OBJ_ID,SBBM,SBMC,DYDJMC,SYXZ,XH,SCCJ,CCBH,CCRQ,TYRQ,XS,JYJZ,WZKGFJDS,WZKGFJWZ,JYNRDJ,EDRL,ZKDY,KZDL,DLSH,KZSH,JXZB,DYB,GYCEDDL,DYCEDDL,JDDZ,KZRL,YH,YZ,ZZ,YXZT,ZZMC,XLMC,DJSJ,YWDWMC,SSDSMC,ZCDWMC,LJZBH,LX,GDQY,DQTZ,SSDKX,SSKXXD,XLID
E3EE92B5-970E-4C12-86FC-80111B168ADA-66526,26M00000017627673,惠塬1#农副,交流10kV,03,S11-M-100/10,青岛变压器厂,87050301,2000/01/23 00:00:00.000000000,2013/12/07 00:00:00.000000000,3,1,,,1,100,2,1.5,600,120,Yyn0,10/0.4,5.4,144.1,4,1,25,235,1400,20,20D399E0-CC29-44ED-8A3B-0B52FD04CC40-14267,惠塬变116锦屏线,1987/11/06 00:00:00.000000000,耀州区供电分公司（农网）,国网陕西省电力公司铜川供电公司,耀州区供电分公司（农网）,Yyn0,01,,04,,,20D399E0-CC29-44ED-8A3B-0B52FD04CC40-14267,
c7e09568848a5092ec549e6a490154c7e0606f4ada,26M00000029153760,候家山农副综合变,交流10kV,03,S11-30/10,丹阳中恒电气设备有限公司,100505,2010/05/05 00:00:00.000000000,2011/05/19 00:00:00.000000000,,1,,,,30,null,null,300,60,,,null,34,null,null,,null,null,20,SBID00000095F601F63FB14275A568245340B8C0AD,惠塬变122惠坪线,2011/05/27 00:00:00.000000000,耀州区供电分公司（农网）,国网陕西省电力公司铜川供电公司,耀州区供电分公司（农网）,Yyn0,01,,04,,,SBID00000095F601F63FB14275A568245340B8C0AD,
